Survived,Pclass,Name,Sex,Age
False,3,"Petterson, Mr. Johan Emil",male,25.0
True,2,"Reynaldo, Ms. Encarnacion",female,28.0
True,3,"Johannesen-Bratthammer, Mr. Bernt",male,
True,1,"Dodge, Master. Washington",male,4.0
True,2,"Mellinger, Miss. Madeleine Violet",female,13.0
True,1,"Seward, Mr. Frederic Kimber",male,34.0
True,3,"Baclini, Miss. Marie Catherine",female,5.0
True,1,"Peuchen, Major. Arthur Godfrey",male,52.0
False,2,"West, Mr. Edwy Arthur",male,36.0
False,3,"Hagland, Mr. Ingvald Olai Olsen",male,
False,1,"Foreman, Mr. Benjamin Laventall",male,30.0
True,1,"Goldenberg, Mr. Samuel L",male,49.0
False,3,"Peduzzi, Mr. Joseph",male,
True,3,"Jalsevac, Mr. Ivan",male,29.0
False,1,"Millet, Mr. Francis Davis",male,65.0
True,1,"Kenyon, Mrs. Frederick R (Marion)",female,
True,2,"Toomey, Miss. Ellen",female,50.0
False,3,"O'Connor, Mr. Maurice",male,
True,1,"Anderson, Mr. Harry",male,48.0
False,3,"Morley, Mr. William",male,34.0
False,1,"Gee, Mr. Arthur H",male,47.0
False,2,"Milling, Mr. Jacob Christian",male,48.0
False,3,"Maisner, Mr. Simon",male,
False,3,"Goncalves, Mr. Manuel Estanslas",male,38.0
False,2,"Campbell, Mr. William",male,
False,1,"Smart, Mr. John Montgomery",male,56.0
False,3,"Scanlan, Mr. James",male,
True,3,"Baclini, Miss. Helene Barbara",female,0.75
False,3,"Keefe, Mr. Arthur",male,
False,3,"Cacic, Mr. Luka",male,38.0
True,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0
True,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0
False,3,"Strandberg, Miss. Ida Sofia",female,22.0
False,1,"Clifford, Mr. George Quincy",male,
False,2,"Renouf, Mr. Peter Henry",male,34.0
False,3,"Braund, Mr. Lewis Richard",male,29.0
False,3,"Karlsson, Mr. Nils August",male,22.0
True,3,"Hirvonen, Miss. Hildur E",female,2.0
False,3,"Goodwin, Master. Harold Victor",male,9.0
False,2,"Frost, Mr. Anthony Wood ""Archie""",male,
False,3,"Rouse, Mr. Richard Henry",male,50.0
True,3,"Turkula, Mrs. (Hedwig)",female,63.0
True,1,"Bishop, Mr. Dickinson H",male,25.0
False,3,"Lefebre, Miss. Jeannie",female,
True,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0
False,1,"Kent, Mr. Edward Austin",male,58.0
False,3,"Somerton, Mr. Francis William",male,30.0
True,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0
False,3,"Hagland, Mr. Konrad Mathias Reiersen",male,
False,3,"Windelov, Mr. Einar",male,21.0
False,1,"Molson, Mr. Harry Markland",male,55.0
False,1,"Artagaveytia, Mr. Ramon",male,71.0
False,3,"Stanley, Mr. Edward Roland",male,21.0
False,3,"Yousseff, Mr. Gerious",male,
True,1,"Eustis, Miss. Elizabeth Mussey",female,54.0
False,3,"Shellard, Mr. Frederick William",male,
False,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0
False,3,"Svensson, Mr. Olof",male,24.0
False,3,"Calic, Mr. Petar",male,17.0
False,3,"Canavan, Miss. Mary",female,21.0
False,3,"O'Sullivan, Miss. Bridget Mary",female,
False,3,"Laitinen, Miss. Kristina Sofia",female,37.0
True,1,"Maioni, Miss. Roberta",female,16.0
False,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0
True,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0
True,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,
False,3,"Olsen, Mr. Henry Margido",male,28.0
True,3,"Lang, Mr. Fang",male,26.0
True,3,"Daly, Mr. Eugene Patrick",male,29.0
False,3,"Webber, Mr. James",male,
True,1,"McGough, Mr. James Robert",male,36.0
True,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0
False,3,"Coleff, Mr. Satio",male,24.0
False,1,"Walker, Mr. William Anderson",male,47.0
True,2,"Lemore, Mrs. (Amelia Milley)",female,34.0
False,3,"Ryan, Mr. Patrick",male,
True,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0
False,3,"Pavlovic, Mr. Stefo",male,32.0
True,1,"Perreault, Miss. Anne",female,30.0
False,3,"Vovk, Mr. Janko",male,22.0
False,3,"Lahoud, Mr. Sarkis",male,
True,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0
False,3,"Kassem, Mr. Fared",male,
False,3,"Farrell, Mr. James",male,40.5
True,2,"Ridsdale, Miss. Lucy",female,50.0
False,1,"Farthing, Mr. John",male,
False,3,"Salonen, Mr. Johan Werner",male,39.0
False,2,"Hocking, Mr. Richard George",male,23.0
True,2,"Quick, Miss. Phyllis May",female,2.0
False,3,"Toufik, Mr. Nakli",male,
False,3,"Elias, Mr. Joseph Jr",male,17.0
True,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,
False,3,"Cacic, Miss. Marija",female,30.0
True,2,"Hart, Miss. Eva Miriam",female,7.0
False,1,"Butt, Major. Archibald Willingham",male,45.0
True,1,"LeRoy, Miss. Bertha",female,30.0
False,3,"Risien, Mr. Samuel Beard",male,
True,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0
True,1,"Crosby, Miss. Harriet R",female,36.0
False,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0
False,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0
True,2,"Beane, Mr. Edward",male,32.0
False,1,"Douglas, Mr. Walter Donald",male,50.0
False,1,"Nicholson, Mr. Arthur Ernest",male,64.0
True,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0
True,2,"Padro y Manent, Mr. Julian",male,
False,3,"Goldsmith, Mr. Frank John",male,33.0
True,2,"Davies, Master. John Morgan Jr",male,8.0
True,1,"Thayer, Mr. John Borland Jr",male,17.0
False,2,"Sharp, Mr. Percival James R",male,27.0
False,3,"O'Brien, Mr. Timothy",male,
True,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0
True,3,"Ohman, Miss. Velin",female,22.0
False,1,"Wright, Mr. George",male,62.0
True,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0
False,1,"Robbins, Mr. Victor",male,
True,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0
True,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0
False,3,"Morrow, Mr. Thomas Rowan",male,
False,3,"Sivic, Mr. Husein",male,40.0
False,2,"Norman, Mr. Robert Douglas",male,28.0
False,3,"Simmons, Mr. John",male,
False,3,"Meanwell, Miss. (Marion Ogden)",female,
False,3,"Davies, Mr. Alfred J",male,24.0
False,3,"Stoytcheff, Mr. Ilia",male,19.0
False,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0
False,3,"Doharr, Mr. Tannous",male,
True,3,"Jonsson, Mr. Carl",male,32.0
True,2,"Harris, Mr. George",male,62.0
True,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0
True,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0
True,3,"Kelly, Miss. Mary",female,
False,3,"Rush, Mr. Alfred George John",male,16.0
False,3,"Patchett, Mr. George",male,19.0
True,2,"Garside, Miss. Ethel",female,34.0
True,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0
False,3,"Caram, Mrs. Joseph (Maria Elias)",female,
True,3,"Jussila, Mr. Eiriik",male,32.0
True,2,"Christy, Miss. Julie Rachel",female,25.0
True,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0
False,2,"Downton, Mr. William James",male,54.0
False,1,"Ross, Mr. John Hugo",male,36.0
False,3,"Paulner, Mr. Uscher",male,
True,1,"Taussig, Miss. Ruth",female,18.0
False,2,"Jarvis, Mr. John Denzil",male,47.0
True,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0
False,3,"Gilinski, Mr. Eliezer",male,22.0
False,3,"Murdlin, Mr. Joseph",male,
False,3,"Rintamaki, Mr. Matti",male,35.0
True,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0
False,3,"Elsbury, Mr. William James",male,47.0
False,3,"Bourke, Miss. Mary",female,
False,2,"Chapman, Mr. John Henry",male,37.0
False,3,"Van Impe, Mr. Jean Baptiste",male,36.0
True,2,"Leitch, Miss. Jessie Wills",female,
False,3,"Johnson, Mr. Alfred",male,49.0
False,3,"Boulos, Mr. Hanna",male,
True,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0
True,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0
False,3,"Slabenoff, Mr. Petco",male,
False,1,"Harrington, Mr. Charles H",male,
False,3,"Torber, Mr. Ernst William",male,44.0
True,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0
False,3,"Lindell, Mr. Edvard Bengtsson",male,36.0
False,3,"Karaic, Mr. Milan",male,30.0
True,1,"Daniel, Mr. Robert Williams",male,27.0
True,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0
True,1,"Shutes, Miss. Elizabeth W",female,40.0
False,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0
False,3,"Jardin, Mr. Jose Neto",male,
True,3,"Murphy, Miss. Margaret Jane",female,
False,3,"Horgan, Mr. John",male,
False,3,"Brocklebank, Mr. William Alfred",male,35.0
True,2,"Herman, Miss. Alice",female,24.0
False,3,"Danbom, Mr. Ernst Gilbert",male,34.0
False,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0
True,2,"Becker, Miss. Marion Louise",female,4.0
False,2,"Gavey, Mr. Lawrence",male,26.0
False,3,"Yasbeck, Mr. Antoni",male,27.0
True,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0
True,3,"Nakid, Mr. Sahid",male,20.0
False,3,"Hansen, Mr. Henry Damsgaard",male,21.0
False,3,"Bowen, Mr. David John ""Dai""",male,21.0
False,1,"Sutton, Mr. Frederick",male,61.0
False,2,"Kirkland, Rev. Charles Leonard",male,57.0
True,1,"Longley, Miss. Gretchen Fiske",female,21.0
False,3,"Bostandyeff, Mr. Guentcho",male,26.0
False,3,"O'Connell, Mr. Patrick D",male,
True,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0
False,3,"Lundahl, Mr. Johan Svensson",male,51.0
True,1,"Stahelin-Maeglin, Dr. Max",male,32.0
False,1,"Parr, Mr. William Henry Marsh",male,
False,3,"Skoog, Miss. Mabel",female,9.0
True,2,"Davis, Miss. Mary",female,28.0
False,3,"Leinonen, Mr. Antti Gustaf",male,32.0
False,2,"Collyer, Mr. Harvey",male,31.0
False,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0
False,3,"Thorneycroft, Mr. Percival",male,
False,3,"Jensen, Mr. Hans Peder",male,20.0
True,1,"Sagesser, Mlle. Emma",female,24.0
False,3,"Skoog, Miss. Margit Elizabeth",female,2.0
True,3,"Foo, Mr. Choong",male,
True,3,"Baclini, Miss. Eugenie",female,0.75
True,1,"Harper, Mr. Henry Sleeper",male,48.0
False,3,"Cor, Mr. Liudevit",male,19.0
True,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0
False,3,"Willey, Mr. Edward",male,
True,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0
False,3,"Mitkoff, Mr. Mito",male,
True,2,"Doling, Miss. Elsie",female,18.0
False,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0
True,3,"O'Leary, Miss. Hanora ""Norah""",female,
False,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0
False,2,"Hickman, Mr. Leonard Mark",male,24.0
False,3,"Radeff, Mr. Alexander",male,
False,3,"Bourke, Mrs. John (Catherine)",female,32.0
False,2,"Eitemiller, Mr. George Floyd",male,23.0
False,1,"Newell, Mr. Arthur Webster",male,58.0
True,1,"Frauenthal, Dr. Henry William",male,50.0
False,3,"Badt, Mr. Mohamed",male,40.0
False,1,"Colley, Mr. Edward Pomeroy",male,47.0
False,3,"Coleff, Mr. Peju",male,36.0
True,3,"Lindqvist, Mr. Eino William",male,20.0
False,2,"Hickman, Mr. Lewis",male,32.0
False,2,"Butler, Mr. Reginald Fenton",male,25.0
False,3,"Rommetvedt, Mr. Knud Paust",male,
False,3,"Cook, Mr. Jacob",male,43.0
True,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,
True,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0
False,1,"Davidson, Mr. Thornton",male,31.0
False,2,"Mitchell, Mr. Henry Michael",male,70.0
True,2,"Wilhelms, Mr. Charles",male,31.0
False,2,"Watson, Mr. Ennis Hastings",male,
False,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0
False,3,"Sawyer, Mr. Frederick Charles",male,24.5
True,3,"Turja, Miss. Anna Sofia",female,18.0
False,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0
True,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0
False,3,"Peters, Miss. Katie",female,
True,1,"Hassab, Mr. Hammad",male,27.0
False,3,"Olsvigen, Mr. Thor Anderson",male,20.0
False,3,"Goodwin, Mr. Charles Edward",male,14.0
False,2,"Brown, Mr. Thomas William Solomon",male,60.0
False,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0
False,3,"Panula, Mr. Jaako Arnold",male,14.0
False,3,"Dakic, Mr. Branko",male,19.0
False,3,"Fischer, Mr. Eberhard Thelander",male,18.0
True,1,"Madill, Miss. Georgette Alexandra",female,15.0
True,1,"Dick, Mr. Albert Adrian",male,31.0
True,3,"Karun, Miss. Manca",female,4.0
True,3,"Lam, Mr. Ali",male,
False,3,"Saad, Mr. Khalil",male,25.0
False,1,"Weir, Col. John",male,60.0
False,2,"Chapman, Mr. Charles Henry",male,52.0
False,3,"Kelly, Mr. James",male,44.0
True,3,"Mullens, Miss. Katherine ""Katie""",female,
False,1,"Thayer, Mr. John Borland",male,49.0
False,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0
True,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0
True,1,"Silverthorne, Mr. Spencer Victor",male,35.0
False,3,"Barbara, Miss. Saiide",female,18.0
False,3,"Gallagher, Mr. Martin",male,25.0
False,3,"Hansen, Mr. Henrik Juul",male,26.0
False,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0
True,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0
True,1,"Calderhead, Mr. Edward Pennington",male,42.0
True,1,"Cleaver, Miss. Alice",female,22.0
True,3,"Moubarek, Master. Halim Gonios (""William George"")",male,
True,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0
False,1,"Klaber, Mr. Herman",male,
True,1,"Taylor, Mr. Elmer Zebley",male,48.0
False,3,"Larsson, Mr. August Viktor",male,29.0
False,2,"Greenberg, Mr. Samuel",male,52.0
False,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0
True,1,"Endres, Miss. Caroline Louise",female,38.0
True,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0
False,3,"McEvoy, Mr. Michael",male,
False,3,"Johnson, Mr. Malkolm Joackim",male,33.0
True,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0
False,3,"Jensen, Mr. Svend Lauritz",male,17.0
False,2,"Gillespie, Mr. William Henry",male,34.0
False,2,"Hodges, Mr. Henry Price",male,50.0
True,1,"Chambers, Mr. Norman Campbell",male,27.0
False,3,"Oreskovic, Mr. Luka",male,20.0
True,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0
True,3,"Mannion, Miss. Margareth",female,
False,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0
False,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0
True,1,"Allen, Miss. Elisabeth Walton",female,29.0
False,3,"Hassan, Mr. Houssein G N",male,11.0
False,2,"Knight, Mr. Robert J",male,
False,2,"Berriman, Mr. William John",male,23.0
False,2,"Troupiansky, Mr. Moses Aaron",male,23.0
False,3,"Williams, Mr. Leslie",male,28.5
False,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0
True,1,"Lesurer, Mr. Gustave J",male,35.0
False,3,"Ivanoff, Mr. Kanio",male,
False,3,"Nankoff, Mr. Minko",male,
True,1,"Hawksford, Mr. Walter James",male,
False,1,"Cavendish, Mr. Tyrell William",male,36.0
True,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0
False,3,"McNamee, Mr. Neal",male,24.0
True,3,"Stranden, Mr. Juho",male,31.0
False,1,"Crosby, Capt. Edward Gifford",male,70.0
False,3,"Abbott, Mr. Rossmore Edward",male,16.0
True,2,"Sinkkonen, Miss. Anna",female,30.0
False,1,"Marvin, Mr. Daniel Warner",male,19.0
False,3,"Connaghton, Mr. Michael",male,31.0
True,2,"Wells, Miss. Joan",female,4.0
True,3,"Moor, Master. Meier",male,6.0
False,3,"Vande Velde, Mr. Johannes Joseph",male,33.0
False,3,"Jonkoff, Mr. Lalio",male,23.0
True,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0
True,2,"Hamalainen, Master. Viljo",male,0.67
False,3,"Carlsson, Mr. August Sigfrid",male,28.0
False,2,"Bailey, Mr. Percy Andrew",male,18.0
False,3,"Theobald, Mr. Thomas Leonard",male,34.0
True,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0
False,3,"Garfirth, Mr. John",male,
False,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0
True,3,"Barah, Mr. Hanna Assi",male,20.0
True,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0
False,3,"Eklund, Mr. Hans Linus",male,16.0
True,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0
False,1,"Brewe, Dr. Arthur Jackson",male,
False,3,"Mangan, Miss. Mary",female,30.5
False,3,"Moran, Mr. Daniel J",male,
False,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0
False,3,"Lievens, Mr. Rene Aime",male,24.0
False,3,"Jensen, Mr. Niels Peder",male,48.0
False,2,"Mack, Mrs. (Mary)",female,57.0
False,3,"Elias, Mr. Dibo",male,
True,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0
False,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0
False,3,"Tobin, Mr. Roger",male,
True,3,"Emanuel, Miss. Virginia Ethel",female,5.0
False,3,"Kilgannon, Mr. Thomas J",male,
True,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0
True,3,"Ayoub, Miss. Banoura",female,13.0
True,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0
False,1,"Long, Mr. Milton Clyde",male,29.0
False,3,"Johnston, Mr. Andrew G",male,
False,3,"Ali, Mr. William",male,25.0
False,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0
True,3,"Sjoblom, Miss. Anna Sofia",female,18.0
False,3,"Rice, Master. George Hugh",male,8.0
True,3,"Dean, Master. Bertram Vere",male,1.0
False,1,"Guggenheim, Mr. Benjamin",male,46.0
False,3,"Keane, Mr. Andrew ""Andy""",male,
False,2,"Gaskell, Mr. Alfred",male,16.0
False,3,"Sage, Miss. Stella Anna",female,
False,1,"Hoyt, Mr. William Fisher",male,
False,3,"Dantcheff, Mr. Ristiu",male,25.0
False,2,"Otter, Mr. Richard",male,39.0
True,1,"Leader, Dr. Alice (Farnham)",female,49.0
True,3,"Osman, Mrs. Mara",female,31.0
False,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0
False,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0
False,2,"Ponesell, Mr. Martin",male,34.0
True,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0
True,1,"Carter, Master. William Thornton II",male,11.0
True,3,"Thomas, Master. Assad Alexander",male,0.42
True,3,"Hedman, Mr. Oskar Arvid",male,27.0
False,3,"Johansson, Mr. Karl Johan",male,31.0
False,1,"Andrews, Mr. Thomas Jr",male,39.0
False,3,"Pettersson, Miss. Ellen Natalia",female,18.0
False,2,"Meyer, Mr. August",male,39.0
True,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0
False,3,"Alexander, Mr. William",male,26.0
False,3,"Lester, Mr. James",male,39.0
False,2,"Slemen, Mr. Richard James",male,35.0
False,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0
False,3,"Tomlin, Mr. Ernest Portage",male,30.5
False,1,"Fry, Mr. Richard",male,
False,3,"Heininen, Miss. Wendla Maria",female,23.0
False,2,"Mallet, Mr. Albert",male,31.0
False,3,"Holm, Mr. John Fredrik Alexander",male,43.0
False,3,"Skoog, Master. Karl Thorsten",male,10.0
True,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0
True,3,"Lulic, Mr. Nikola",male,27.0
False,1,"Reuchlin, Jonkheer. John George",male,38.0
True,3,"Moor, Mrs. (Beila)",female,27.0
False,3,"Panula, Master. Urho Abraham",male,2.0
False,3,"Flynn, Mr. John",male,
False,3,"Lam, Mr. Len",male,
True,2,"Mallet, Master. Andre",male,1.0
True,3,"McCormack, Mr. Thomas Joseph",male,
True,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0
True,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0
True,2,"Richards, Master. George Sibley",male,0.83
False,3,"Saad, Mr. Amin",male,
False,3,"Augustsson, Mr. Albert",male,23.0
False,3,"Allum, Mr. Owen George",male,18.0
True,1,"Compton, Miss. Sara Rebecca",female,39.0
False,3,"Pasic, Mr. Jakob",male,21.0
False,3,"Sirota, Mr. Maurice",male,
True,3,"Chip, Mr. Chang",male,32.0
True,1,"Marechal, Mr. Pierre",male,
False,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0
False,2,"Mudd, Mr. Thomas Charles",male,16.0
True,1,"Serepeca, Miss. Augusta",female,30.0
False,3,"Lemberopolous, Mr. Peter L",male,34.5
False,3,"Culumovic, Mr. Jeso",male,17.0
False,3,"Abbing, Mr. Anthony",male,42.0
False,3,"Sage, Mr. Douglas Bullen",male,
False,3,"Markoff, Mr. Marin",male,35.0
False,2,"Harper, Rev. John",male,28.0
True,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,
False,3,"Andersson, Master. Sigvard Harald Elias",male,4.0
False,3,"Svensson, Mr. Johan",male,74.0
False,3,"Boulos, Miss. Nourelain",female,9.0
True,1,"Lines, Miss. Mary Conover",female,16.0
False,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0
True,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0
True,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0
True,1,"Daly, Mr. Peter Denis ",male,51.0
True,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0
False,3,"Razi, Mr. Raihed",male,
False,3,"Hansen, Mr. Claus Peter",male,41.0
False,2,"Giles, Mr. Frederick Edward",male,21.0
True,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0
False,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,
False,2,"Gill, Mr. John William",male,24.0
True,2,"Bystrom, Mrs. (Karolina)",female,42.0
True,2,"Duran y More, Miss. Asuncion",female,27.0
False,1,"Roebling, Mr. Washington Augustus II",male,31.0
False,3,"van Melkebeke, Mr. Philemon",male,
True,3,"Johnson, Master. Harold Theodor",male,4.0
False,3,"Balkic, Mr. Cerin",male,26.0
True,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0
False,1,"Carlsson, Mr. Frans Olof",male,33.0
False,3,"Vander Cruyssen, Mr. Victor",male,47.0
True,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0
True,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0
False,3,"Gustafsson, Mr. Alfred Ossian",male,20.0
False,3,"Petroff, Mr. Nedelio",male,19.0
False,3,"Laleff, Mr. Kristo",male,
True,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0
True,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0
False,3,"Markun, Mr. Johann",male,33.0
False,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0
False,2,"Banfield, Mr. Frederick James",male,28.0
False,3,"Sutehall, Mr. Henry Jr",male,25.0
False,3,"Rice, Mrs. William (Margaret Norton)",female,39.0
False,2,"Montvila, Rev. Juozas",male,27.0
True,1,"Graham, Miss. Margaret Edith",female,19.0
False,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,
True,1,"Behr, Mr. Karl Howell",male,26.0
False,3,"Dooley, Mr. Patrick",male,32.0
